job_id,job_title,company_name,location,hourly_min,hourly_max,salary_type,job_type,recruiter_name,recruiter_email,posted_date,description_short,skills_tags,url
928947,Production Designer,HCA Healthcare,"Nashville, TN",30,35,Hourly,Contract,Trevor Wood,,2026-02-11 16:21,"Production Designer Position Overview Our healthcare client is seeking Production Designer to provide flexible, ongoing production support. This role will ebb and flow based on project volume, averagi","Production Design, Adobe Creative Suite, Photoshop, Illustrator, InDesign, Typography, Layout Design, Print Production, Animation, Concept Development",https://candidateportal.creativecircle.com/job-detail/928947
928946,Presentation Designer,HCA Healthcare,"Nashville, TN",37.5,42.5,Hourly,Contract,Trevor Wood,,2026-02-11 16:17,"Presentation Designer Position Overview Our healthcare client is seeking Presentation Designer to provide flexible, ongoing creative support. This role will ebb and flow based on project volume, avera","PowerPoint, Adobe Creative Suite, Visual Communication, Storytelling, Layout Design, Typography, Branding, infographics, Data Visualization, Presentation Design",https://candidateportal.creativecircle.com/job-detail/928946
928945,Graphic Designer,HCA Healthcare,"Nashville, TN",35,40,Hourly,Contract,Trevor Wood,,2026-02-11 16:09,"Graphic Designer Position Overview Our healthcare client is seeking Graphic Designer to provide flexible, ongoing creative support. This role will ebb and flow based on project volume, averaging up to","Graphic Design, Photoshop, Illustrator, InDesign, Typography, Layout Design, Branding, Digital Media, Print Design, User Interface Design",https://candidateportal.creativecircle.com/job-detail/928945
928934,Freelance UI / UX Designer,Onviv,"Morristown, NJ",45,60,Hourly,Contract,Jennifer Marshall,,2026-02-11 14:19,"Our client, healthcare company, is looking for Freelance UI / UX Designer to assist their team for the next 2 months, ranging from 20-40 hours per week depending on workload. This is fully remote role","User Experience Design, Prototyping, Wireframing, Responsive Design, Sketch, Figma, HTML, CSS",https://candidateportal.creativecircle.com/job-detail/928934
928902,Product Designer ,Centr,"Los Angeles, CA",55,62,Hourly,Contract,Lyla Weiss,,2026-02-10 22:11,"Our health and wellness/fitness client is seeking Product Designer to work with their team. This is 30-40 hour/week, fully remote opportunity kicking off in the next 2-4 weeks. You must work in PST to","Health and  Wellness, Fitnes, Nutrition, Figma, UX Design, user flows, Hardware, Software",https://candidateportal.creativecircle.com/job-detail/928902
928869,Graphic Designer,Sportfive,"New York, NY",30,37,Hourly,Contract,Jennifer Marshall,,2026-02-10 19:53,"Our client, an experiential agency, is looking for Graphic Designer with STRONG motion design skills to join their team to support large sporting event. This will start on Monday, 2/16, as 25-30 hour ","Motion Design, Graphic Design, Digital Design",https://candidateportal.creativecircle.com/job-detail/928869
928838,Senior Graphic Designer,PepsiCo,"New York, NY",60,70,Hourly,Contract,Marie Hanan,,2026-02-10 17:54,"Our client, the experiential creative team of global CPG company, is looking for Senior Graphic Designers to work on variety of creative projects for global brands. This role is fully remote, part-tim","Adobe Creative Suite, Typography, Branding, Print Design, Digital Design, Illustration, Motion Design",https://candidateportal.creativecircle.com/job-detail/928838
928773,Growth Graphic Designer ,Centr,"Los Angeles, CA",50,55,Hourly,Contract,Shannon Robinson,,2026-02-09 23:44,Health and wellness/fitness client is looking for Growth / Graphic Designer to work with their team. This opportunity is 20+ hours/week and fully remote. You must be willing to work PST hours. The ide,"Growth Marketing, creative, Growth Design, Figma, Health and  Wellness, Fitness, Nutrition, Adobe  Creative Suite",https://candidateportal.creativecircle.com/job-detail/928773
928756,Sr. Instructional Designer SME,CC - Internal Freelance,"Nashville, TN",70,90,Hourly,Contract,Billy Carter,,2026-02-09 22:17,"Creative Circle is seeking an Instructional Design Consultant with enterprise healthcare experience to support scoping for 30-minute, scenario-based interactive training program. This SME will help sh","Instructional Design, lxd, Curriculum Development, E-learning, Adult Learning Theory, Learning Management Systems (LMS), Content Development, Assessment Design, Graphic Design, Training Facilitation",https://candidateportal.creativecircle.com/job-detail/928756
928727,Digital Production Designer,Mars United Commerce,"Southfield, MI",32,34,Hourly,Contract,Sasha Walker,,2026-02-09 20:43,Our Agency client is seeking Digital Production Designer to create content for product detail pages. This is remote role working 40 hrs/week for the next 2-3 months. computer will be provided. The ide,"Digital Design, PDP, product detail pages",https://candidateportal.creativecircle.com/job-detail/928727
928707,Presentation Designer,Edgewell Personal Care,"Shelton, CT",45,50,Hourly,Contract,Amanda Zaro,,2026-02-09 19:32,"Position Overview Our client is seeking Presentation Designer to support their team on project-based, as needed basis. This role will primarily involve corporate presentation design, with weekly hours","Adobe Creative Suite, PowerPoint, Layout Design, Presentation Design, Corporate",https://candidateportal.creativecircle.com/job-detail/928707
928623,Amphenol (Charles Industries) - Graphic Designer ,Amphenol,"Houston, TX",30,35,Hourly,Contract,Marie Hanan,,2026-02-06 21:14,"Our enterprise client is seeking freelance graphic designer to support their team during the backfill of full-time graphic designer. This is fully remote, ad hoc, project-based role. The initial proje","Graphic Design, Adobe CS, Technical Design, Project Management",https://candidateportal.creativecircle.com/job-detail/928623
928545,Canva Designer ,Chick-fil-A,"Atlanta, GA",32,35,Hourly,Contract,Mallory Orr,,2026-02-06 16:06,"Graphic Designer - CANVA Summary We are seeking Graphic Designer to support the transition of large library of existing InDesign templates into streamlined, Canva-based system. This role is heavily fo","Canva, Graphic Design, InDesign",https://candidateportal.creativecircle.com/job-detail/928545
928498,PowerPoint Designer,Ovative Group,"Minneapolis, MN",50,60,Hourly,Contract,Andrew Shores,,2026-02-05 22:16,Our agency client is looking for PowerPoint Designer for an ASAP need. High-level details of this role: - Location: fully remote - Start date: ASAP - Hours/week: 15 hours/week for the initial build Fe,"PPT, PowerPoint, Powerpoint designer",https://candidateportal.creativecircle.com/job-detail/928498
928445,Video Editor / Motion Graphics Designer,Ernst & Young LLP (EY Canada),"Toronto, ON",45,50,Hourly,Contract,Gillian Singerman,,2026-02-05 18:22,"Our client, global professional services organization, is seeking Video Editor / Motion Graphics Designer with experience creating demo videos to support their in-house creative services team. Respons","video editing, Motion Graphics, demo video, AI tools",https://candidateportal.creativecircle.com/job-detail/928445
928399,Presentation Designer,New Balance,"Brighton, MA",50,55,Hourly,Contract,Sammy Realon,,2026-02-05 15:24,"Presentation Designer Position Overview Our client, player in the footwear space, is looking to hire freelance Presentation Designer to help out on few upcoming PowerPoint presentations in March. The ","PowerPoint, Presentation Designer, Consumer Insights, Data Visualization, infographics",https://candidateportal.creativecircle.com/job-detail/928399
928396,Motion Graphics Designer,BioGaia USA,"St. Louis, MO",55,70,Hourly,Contract,Austin Callaway,,2026-02-05 15:14,"Our client, health / nutritional supplements company, has an immediate need for Motion Graphics Artist to serve as their go-to creator for Amazon Sponsored Ad videos. This FULLY-REMOTE opportunity sta","Adobe Premiere Pro, Animation, Graphic Design, Visual Effects, Storyboarding, 3D animation, Typography, Digital Media, Art Direction, Creativity",https://candidateportal.creativecircle.com/job-detail/928396
928334,Experiential Production Designer,New York Road Runners (NYRR),"New York, NY",30,35,Hourly,Contract,Amanda Zaro,,2026-02-04 19:09,"Position Overview Our sports and fitness focused client is seeking an Experiential Production Designer to join their in-house studio team! This will start off as full-time, freelance position and conv","experiential, Agency, Adobe Creative Suite, 3D Rendering, event signage, Production",https://candidateportal.creativecircle.com/job-detail/928334
928125,Graphic Designer (Data Visualization + Infographic),Pharmaceutical Strategies Group (PSG),"Plano, TX",35,40,Hourly,Contract,Cody Pickett,,2026-02-03 18:55,Our client in the employee benefits and consulting space is looking for REMOTE Graphic Designer . This is an ongoing role that starts in February. Hours will vary based on workload and will be project,"Data Visualization, infographics, Adobe Creative Suite, Typography, Color Theory, Layout Design, Data Analysis, Illustration, Sketch, Presentation Skills",https://candidateportal.creativecircle.com/job-detail/928125
928104,Graphic Designer,SickKids Foundation,"Toronto, ON",40,45,Hourly,Contract,Natalie Panetta,,2026-02-03 17:48,"Graphic Designer Duration: 4 months, approx 35 hrs/week Fully Remote, optional to work onsite downtown Toronto Starts: February Rate: $40-45/hr. Our healthcare client is looking for freelance graphic ","Print, Graphic Design, Adobe, Digital Design, Healthcare, Not for Profit, Professional Services",https://candidateportal.creativecircle.com/job-detail/928104
928090,Graphic Designer,CarGurus,"Boston, MA",35,38,Hourly,Contract,Kellen Breitenbach,,2026-02-03 17:03,"Our technology client is seeking highly skilled Designer to support internal creative initiatives, including executive-level presentations, branded internal events, and digital communication assets. T","Figma, Adobe Creative Cloud, Google Slides, Presentation Design, Graphic Design",https://candidateportal.creativecircle.com/job-detail/928090
928034,Visual Designer IV,Meta,"Singapore, CO",65,72,Hourly,Contract,Brenna Belardinelli,,2026-02-03 03:03,Visual Designer IV Position Overview We are seeking an experienced Visual Designer IV to join our dynamic team. The ideal candidate will have strong background in icon system design and asset producti,"User Experience Design, Graphic Design, Adobe Creative Suite, Prototyping, Typography, Branding, Web Design, Interaction Design, Responsive Design, Visual Communication",https://candidateportal.creativecircle.com/job-detail/928034
927964,Lead Service Designer,Great American Insurance Group,"Cincinnati, OH",90,95,Hourly,Contract,Austin Callaway,,2026-02-02 18:51,"Our client, an international property and casualty insurance company, has an immediate need for Service Design Lead. This long-term, FULLY-REMOTE contract starts as soon as we've identified the ideal ","Service Design, User Experience Design, Figma, Miro",https://candidateportal.creativecircle.com/job-detail/927964
927956,Designer,Blue Heron,"Las Vegas, NV",30,43,Hourly,Contract,Casey Buss,,2026-02-02 17:55,"Part-Time Designer (2-Week Project) Seeking: Both Mid level & Junior Candidate Applications! Location: Remote - Hours vary weekly based on workload Project Deadline: Friday, 2/20 Pay Range: $30-$43 pe","Color Theory, Graphic Design, Typography, Branding, Illustration, Web Design, UX/UI Design, Digital Illustration, Photoshop, Illustrator",https://candidateportal.creativecircle.com/job-detail/927956
927954,Furniture Designer,"The TJX Companies, Inc.","Framingham, MA",50,80,Hourly,Contract,Sammy Realon,,2026-02-02 17:55,Furniture/Product Designer - Outdoor Furniture Position Overview Our client is seeking creative and skilled Furniture/Product Designer looking to take on project that will cover outdoor furniture desi,"Furniture Design, Retail, Designer",https://candidateportal.creativecircle.com/job-detail/927954
927824,Production Designer,Alumni Ventures,"Boston, MA",30,38,Hourly,Contract,Casey Buss,,2026-01-30 19:31,"Designer Location: Fully remote Hours: 10-15 hours per week Duration: Ongoing Pay Range: $30-$38 per hour Start: Within the next 2 weeks Job Description Our client, leading venture capital firm, is se","Production, Design, another Kim",https://candidateportal.creativecircle.com/job-detail/927824
927742,Graphic Designer - Instructional Guides,Panda Restaurant Group,"Rosemead, CA",37,42,Hourly,Contract,Lyla Weiss,,2026-01-29 22:26,Our food and beverage client is seeking an experienced designer with strong Adobe InDesign skills to create guides for instructor led training programs. These guides are used by learners during and af,"instructional guides, Graphic Designer, InDesign",https://candidateportal.creativecircle.com/job-detail/927742
927691,Motion Graphics Designer,Zoom Video Communications,"Denver, CO",40,50,Hourly,Contract,Jennifer Marshall,,2026-01-29 18:59,"Our well known global technology client is currently looking for Freelance Creative Video Producer / Creative Lead to join their brand marketing team. This is fully remote opportunity, working 40hrs/w","Motion, Storytelling, Story Development, Video Content, B2B, Tech, Motion Graphics",https://candidateportal.creativecircle.com/job-detail/927691
927634,UX Designer (Sitecore),DePaul University,"Lisle, IL",50,60,Hourly,Contract,Amy Banks,,2026-01-29 15:51,"Position Overview: Our client in the higher education space is looking for UI/UX Designer who has experience working on websites built in Sitecore to help elevate the quality, usability, and consisten","Sitecore, Figma, Accessibility",https://candidateportal.creativecircle.com/job-detail/927634
927627,VFX/Multimedia Designer,"Carhartt, Inc.","Dearborn, MI",55,60,Hourly,Contract,Kimberly Murray,,2026-01-29 15:24,"We're looking for creative Multimedia / VFX Designer to produce standout motion, visuals, and video content that elevates brand storytelling across digital channels. What you'll do: -Create graphics, ","After Effects, Paid Social, video editing, Animation, Digital Design",https://candidateportal.creativecircle.com/job-detail/927627
927608,Senior Brand Designer,DoorDash,"San Francisco, CA",70,76,Hourly,Contract,Marie Hanan,,2026-01-29 13:46,"Our client, food delivery app, is looking for Brand Designer to support leave of absence, beginning April 1st through June 30th, 40 hours/week, fully remote! The ideal Brand Designer should have: - Mi","Figma, Brand Design, Marketing assets",https://candidateportal.creativecircle.com/job-detail/927608
927561,Sr. Graphic Designer,Edward Jones,"Saint Louis, MO",60,65.5699,Hourly,Contract,Alexa Kline,,2026-01-28 20:55,"Our well-known client in the financial services industry is looking for Senior Graphic designer to join their team on fully remote basis, for 6 months with the potential to extend. The Senior Graphic ","Graphic Design, Typography, Branding, User Interface Design, User Experience Design, Illustration, Print Design, Digital Design, Layout Design, Color Theory",https://candidateportal.creativecircle.com/job-detail/927561
927506,Freelance Presentation Designer,Onviv,"Morristown, NJ",50,60,Hourly,Contract,Danielle Aranya,,2026-01-28 17:21,"Our client, healthcare company, is looking for Freelance Presentation Designer to assist their team. You will be booked for ad-hoc projects (client estimates 20-30 hours per month) on an ongoing basis","Presentation Design, Photoshop, Illustrator, PowerPoint, Healthcare, Pharma",https://candidateportal.creativecircle.com/job-detail/927506
927478,Senior Designer ,RHR International,"Chicago, IL",40,45,Hourly,Contract,Shannon Scheetz,,2026-01-28 15:32,"Our business consulting client is seeking Senior Designer to join their team on part-time, ad hoc basis to support overflow deliverab","Layout, Design, InDesign",https://candidateportal.creativecircle.com/job-detail/927478
927425,Content Designer,PayPal,"Austin, TX",50,60,Hourly,Contract,Meggan Sharma,,2026-01-27 21:32,"Our global FinTech client is seeking Content Designer to join their team through May 2026, potential to extend. This role is 40 hours/week and fully remote in the US. Role Summary This role supports f","Content Design, Content Strategy, Copywriting, Visual Design, content writing",https://candidateportal.creativecircle.com/job-detail/927425
927253,UX/UI Native App Designer,RetailmeNot + Ziff Media Group,"Austin, TX",45,52,Hourly,Contract,Danielle Aranya,,2026-01-26 18:13,"Location: Remote Team: Product & Design Commitment: Ongoing, up to 30hrs per week , remote About the Role Our client, digital media and internet company, is seeking highly skilled Product Designer wit","App Design, UX/UI, Product Design",https://candidateportal.creativecircle.com/job-detail/927253
927230,Graphic Designer,Millennium Communications,"Syosset, NY",30,38,Hourly,Contract,Lauren Calabrese,,2026-01-26 16:41,Location: Remote (Aligning with UK or ET hours) Contract Duration: Mid-February 2026 - Mid-July 2026 (Approx. 6-7 months) Our agency client is currently seeking two experienced Web Designers to join f,"UI/UX Design, Adobe Creative Suite, Sketch, Prototyping, Wireframing, HTML, CSS, JavaScript, Responsive Design, Branding",https://candidateportal.creativecircle.com/job-detail/927230
927091,Digital Designer ,Posit,"Boston, MA",45,53,Hourly,Contract,Miranda McAdams,,2026-01-23 20:22,"Our client is seeking highly skilled Designer to lead the redesign of their company pitch deck, with strong emphasis on visual storytelling and diagram-driven explanations of complex product concepts.","Adobe Creative Suite, Branding, Visual Design",https://candidateportal.creativecircle.com/job-detail/927091
927084,Senior UX/UI Designer,Liberty Mutual Insurance,"Boston, MA",85,95,Hourly,Contract,Lucy D'Angelo,,2026-01-23 20:01,Overview of the Role Our well-known mutual holding company client is seeking Principal Experience Architect to define and drive the UX research and experience strategy across enterprise data and finan,"Strategy and Research, Enterprise -scale UX leadership, Finance/complex data systems knowledge",https://candidateportal.creativecircle.com/job-detail/927084
927044,Digital Media Designer ,Disney,"Washington, DC",30,35,Hourly,Contract,April Segedi,,2026-01-23 17:29,Well known publishing and entertainment company is seeking contract Digital Media Designer . This is fully remote opportunity that will occur over the span of 2-year time period. Work will come on an ,"InDesign, Digital Design, ePublishing, ebooks",https://candidateportal.creativecircle.com/job-detail/927044
927023,UX Designer,Sun Life Assurance Company of Canada,"Waterloo, ON",45,50,Hourly,Contract,Gillian Singerman,,2026-01-23 16:03,"Our client is looking for an Intermediate UX Designer to support growing Experience Design team and help shape intuitive, user centered digital experiences. You will work closely with product owners, ","UX, Usability Design, Product Design",https://candidateportal.creativecircle.com/job-detail/927023
926980,Packaging Production Designer ,World's Finest Chocolate (WFC),"Chicago, IL",30,35,Hourly,Contract,Amy Banks,,2026-01-22 22:12,Packaging Production Designer (CPG) - Remote Contract | Fully Remote 30-40 hours per week | Must Provide Own Mac + Adobe Creative Suite Our client in the chocolate and confectionery space is seeking P,"Adobe Creative, Mac, Packaging Production",https://candidateportal.creativecircle.com/job-detail/926980
926938,"Junior Graphic Designer, Beauty/Fashion",Milk Makeup,"New York, NY",25,28,Hourly,Contract,Bailey O'Connell,,2026-01-22 18:17,"Our client, well-known beauty brand, is looking for Junior Graphic Designer to join their team. This is 40-hour per week position for 2 months (February and March) with the potential to extend! You ca","Paid Social, Presentation Design, social assets, Layout, Typography",https://candidateportal.creativecircle.com/job-detail/926938
926633, e-Learning Instructional Designer,Liberty Mutual Insurance,"Boston, MA",50,60,Hourly,Contract,April Segedi,,2026-01-20 18:48,Position Overview We are seeking an innovative and experienced e-Learning Instructional Designer to join our team. The ideal candidate will be responsible for creating engaging and effective e-learnin,"E-learning, Instructional Design, Camtasia, Articulate, Adobe Premiere",https://candidateportal.creativecircle.com/job-detail/926633
926624,Motion Designer / Art Director,JetBlue,"Long Island City, NY",45,50,Hourly,Contract,Jennifer Scott,,2026-01-20 17:03,Our airline client is looking for versatile Motion Designer / Art Director who can bring conceptual thinking and polished visual execution to wide range of brand and marketing touchpoints. This role i,"Adobe Creative Suite, Typography, Branding, Illustration, User Experience (UX), User Interface (UI), Layout Design, Print Design, Digital Media, Creative Direction",https://candidateportal.creativecircle.com/job-detail/926624
926603,Instructional Designer,Liberty Mutual Insurance,"Boston, MA",24,32,Hourly,Contract,April Segedi,,2026-01-20 16:02,Position Overview We are seeking highly skilled Sr. Instructional Designer to join our dynamic team. The ideal candidate will have strong background in instructional design and passion for creating en,"Instructional Design, Articulate, E-learning",https://candidateportal.creativecircle.com/job-detail/926603
926372,Email Designer ,Zoom Video Communications,"Denver, CO",40,47,Hourly,Contract,Jennifer Marshall,,2026-01-16 16:34,Our well-known technology and communications client is currently seeking remote freelance Email Designer who can design and deploy emails using Pardot and Litmus. (if you have worked with similar prog,"email design, Pardot, Litmus",https://candidateportal.creativecircle.com/job-detail/926372
926134,Graphic Designer ,Composition Wealth,"Los Angeles, CA",40,50,Hourly,Contract,Jessica Palmer,,2026-01-14 22:09,Our Financial Services client is searching for Graphic Designer to join their team in part-time capacity. This designer will support the creation of high-impact landing pages and campaign assets for t,"Graphic Design, Landing Pages, Campaign Collateral, Adobe Creative Suite, Layout Design, HubSpot",https://candidateportal.creativecircle.com/job-detail/926134
926082,Graphic Designer / Illustrator,Beat The Bomb,"Brooklyn, NY",45,55,Hourly,Contract,Amanda Zaro,,2026-01-14 19:40,"Graphic Designer Position Overview Our client, an interactive entertainment company, is currently looking for merchandise designer who brings super unique, standout style. Someone who thrives when giv","Photoshop, Illustrator, InDesign, Typography, Layout Design, Branding, Digital Illustration, Print Design, User Interface Design, User Experience Design",https://candidateportal.creativecircle.com/job-detail/926082
926008,Junior UX/UI Designer,Smooth Commerce,"Toronto, ON",25,30,Hourly,Contract,Natalie Panetta,,2026-01-14 17:04,"Junior UX/UI Designer Duration: 3 months, part-time hours Starts: January / February Fully Remote Rate: $25-30/hr. Our tech client is looking for an Junior level UX/UI Designer to support their team w","Figma, Interaction Design, User Experience, iOS apps, Android Apps, Native Apps, Mobile Apps, UX Design, UI Design",https://candidateportal.creativecircle.com/job-detail/926008
925998,Print and Pattern Product Designer,Frontgate,"West Chester, OH",35,40,Hourly,Contract,Tara Freihofer,,2026-01-14 16:01,Textile Designer Position Overview Our Furniture retail client is seeking freelance Textile Designer to support design initiatives across multiple business segments. These roles will focus on creating,"Pattern Design, Retail, Upholstery, Furniture and Home Decor",https://candidateportal.creativecircle.com/job-detail/925998
925968,UI / Visual Product Designer,Thrivent Financial,"Minneapolis, MN",55,70,Hourly,Contract,Allie Gribble,,2026-01-14 00:14,"Our client, financial services company, is seeking remote UI/ Visual Product Designer to join cross-functional team supporting the prospect and client Financial Planning experience.\ This role is 40 h","User Experience (UX), Visual Design, Prototyping, Wireframing, Adobe Creative Suite, Sketch, Figma, HTML/CSS, Interaction Design, Responsive Design",https://candidateportal.creativecircle.com/job-detail/925968
925842,Senior Product Designer,Next League,"Toronto, ON",50,55,Hourly,Contract,Natalie Panetta,,2026-01-13 15:23,"Senior Product Designer Fully Remote Duration: 6 months, approx 40 hours/week Starts: January/February 2026 Rate: $50-55/hr. Our client is looking for highly skilled Senior Product Designer to lead en","User Interface Design, Figma, UX Design, Design System, Prototyping, Wireframing, Interaction Design, Adobe Creative Suite, Visual Design, Design Thinking",https://candidateportal.creativecircle.com/job-detail/925842
925706,Graphic Designer,Vantage Credit Union,"St. Charles, MO",30,40,Hourly,Contract,Kimberly Murray,,2026-01-12 16:42,"Our client in financial services is seeking mid-level Graphic Designer to deliver clean, professional, brand-aligned work. This is remote role but there is strong preference for candidate that lives i","adobe CC, Digital Design, Branding, Graphic Design",https://candidateportal.creativecircle.com/job-detail/925706
925617,Senior Motion Graphics Designer,American Express,"Atlanta, GA",60,70,Hourly,Contract,Allie Gribble,,2026-01-09 20:44,"Our client, leading financial services company, is seeking Senior Motion Graphics Designer / Video Editor to support their in-house agency on an ad hoc basis. This hybrid role combines strong editoria","Creative Suite, Adobe Premiere Pro, Animation, Graphic Design, Visual Effects, Storyboarding, Typography, 3D animation, Illustrator, Cinema 4D",https://candidateportal.creativecircle.com/job-detail/925617
